序号,公告标题,发布日期,跳转链接 
['6'],['广州市番禺区国防教育训练基地采购后勤运营维护服务(CZ2020-0315)'],['2020-03-31'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/683922.jhtml']
['7'],['广州市南沙区教育系统信息安全服务租赁项目(CZ2020-0229)'],['2020-03-31'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/683906.jhtml']
['8'],['广州开发区规划和自然资源局、广州市规划和自然资源局黄埔区分局广州开发区、广州市黄埔区国土数据整理（一期）采购项目(CZ2020-0290)'],['2020-03-31'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/683855.jhtml']
['9'],['广州市从化区吕田镇卫生院远程医疗诊断系统及智慧医院便民系统采购及配套安装服务采购项目(CZ2019-2324)'],['2020-03-31'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/683834.jhtml']
['10'],['广州市白云区教育局2020年农村公办中学理化生实验室更新改造采购项目(CZ2020-0217)'],['2020-03-31'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/683817.jhtml']
['1'],['广州市红十字会医院前置药方审核及PIVAS改造项目(CC2019-0106)'],['2020-03-30'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/683592.jhtml']
['2'],['广州市番禺区石碁镇市政房屋管理服务所石碁镇中心城区清洁服务项目(CZ2020-0063)'],['2020-03-30'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/683568.jhtml']
['3'],['广州市增城区图书馆物业管理服务招标公告(CZ2020-0237)'],['2020-03-30'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/683474.jhtml']
['4'],['广州开发区信息化办公室黄埔区广州开发区网络安全框架升级服务采购项目(CZ2020-0197)'],['2020-03-27'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/682893.jhtml']
['5'],['广州市公安局信息通信运维项目之信息中心运维管理服务及监理(CZ2020-0170)'],['2020-03-27'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/682880.jhtml']
['6'],['广州市白云区教育局2020年新开办学校图书采购项目(CZ2020-0227)'],['2020-03-27'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/682812.jhtml']
['7'],['广州市荔湾区政务服务数据管理局荔湾区公共资源基础设施服务采购项目(CZ2020-0263)'],['2020-03-27'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/682778.jhtml']
['8'],['广州市来穗人员服务管理局数字广州基础应用平台-网格化功能模块切分部署项目（软件开发服务）(CD2020-0028)'],['2020-03-27'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/682734.jhtml']
['9'],['广州市第八人民医院互联网医院及远程医疗平台建设项目(CC2020-0021)'],['2020-03-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/682474.jhtml']
['10'],['增城经济技术开发区二期员工生活配套区项目家电供应及安装采购项目(CZ2020-0203)'],['2020-03-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/682409.jhtml']
['1'],['广州市增城区新塘镇人民政府大院及市民文化活动中心物业管理服务项目(CZ2020-0114)'],['2020-03-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/682405.jhtml']
['2'],['广州市文化广电旅游局2020年信息化运维服务采购项目(CZ2020-0207)'],['2020-03-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/682398.jhtml']
['3'],['广州市黄埔区人力资源和社会保障局美玉十条政策兑现服务采购项目(CZ2020-0314)'],['2020-03-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/682336.jhtml']
['4'],['广州市增城区图书馆图书采购项目(CZ2020-0233)'],['2020-03-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/682264.jhtml']
['5'],['广州市环境技术中心2020年度信息化建设采购项目(CC2020-0027)'],['2020-03-25'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/682092.jhtml']
['6'],['南沙区黄阁镇大塘村更新改造项目(CZ2020-0312)'],['2020-03-25'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/682074.jhtml']
['7'],['沙头街内河涌环境卫生清洁及绿化养护服务采购项目(CC2020-0001)'],['2020-03-25'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/682042.jhtml']
['8'],['2020年广州市黄埔区 广州开发区促进工业互联网产业发展办法政策兑现与认定评审服务采购项目(CZ2020-0277)'],['2020-03-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/681833.jhtml']
['9'],['2020-2022年广州市公安局南沙区分局南沙区道路交通信号控制升级改造运维项目(CZ2020-0085)'],['2020-03-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/681807.jhtml']
['10'],['广州市南沙区人民法院诉讼服务便民智能导航系统采购项目(CC2020-0024)'],['2020-03-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/681783.jhtml']
['1'],['广州市南沙区人民法院当事人安全保障平台采购项目(CC2020-0023)'],['2020-03-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/681768.jhtml']
['2'],['广州市增城区图书馆部分文献资源业务外包服务项目(CZ2020-0234)'],['2020-03-23'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/681486.jhtml']
['3'],['广州市增城区环卫道路保洁面积测量和保洁等级划分服务项目招标公告(CZ2019-1835)'],['2020-03-23'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/681483.jhtml']
['4'],['广州市公安局从化区分局机动车保险服务采购项目(CZ2020-0213)'],['2020-03-23'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/681482.jhtml']
['5'],['广州市智能交通管理系统配套信息化项目（2019年度）-机动车驾驶人满分审验教育智能管理系统项目(CZ2019-2267)'],['2020-03-23'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/681432.jhtml']
['6'],['广州住房公积金管理中心增城办事处业务用房租赁采购项目(CD2020-0026)'],['2020-03-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/680789.jhtml']
['7'],['广州市番禺区国家档案馆数字档案馆建设服务采购项目(CZ2020-0098)'],['2020-03-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/680728.jhtml']
['8'],['国家检验检测高技术服务业集聚区职工上下班班车租赁采购项目(CZ2020-0268)'],['2020-03-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/680707.jhtml']
['9'],['广州市规划和自然资源局2020年信息化建设项目-子项4广州市控规全流程管理系统(CZ2020-0021)'],['2020-03-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/680674.jhtml']
['10'],['广州市黄埔区人民政府穗东街道办事处办公用房租赁服务采购项目(CD2020-0023)'],['2020-03-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/680575.jhtml']
['1'],['广州市南沙区东涌镇人民政府东涌镇各村居大件家私及绿化树木等收运服务采购项目(CZ2020-0010)'],['2020-03-19'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/680443.jhtml']
['2'],['广州市越秀区政务服务数据管理局“越秀人家”共建共治共享社区治理平台开发服务采购项目(CZ2020-0076)'],['2020-03-19'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/680407.jhtml']
['3'],['广州市黄埔区卫生健康局老年人意外伤害综合保险服务采购项目(CD2020-0027)'],['2020-03-19'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/680390.jhtml']
['4'],['广州市公安局黄埔区分局黄埔区智能交通管理系统（2019-2020年）建设项目监理服务采购项目(CZ2019-0751)'],['2020-03-19'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/680279.jhtml']
['5'],['增城经济技术开发区二期员工生活配套区项目家具供应及安装采购项目(CZ2020-0176)'],['2020-03-18'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/680170.jhtml']
['6'],['广州市公安局番禺区分局移动警务终端采购项目(CZ2019-2322)'],['2020-03-18'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/680160.jhtml']
['7'],['广州市花都区炭步镇人民政府城管安全保卫定点服务采购项目(CZ2020-0206)'],['2020-03-18'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/680112.jhtml']
['8'],['番禺区化龙镇绿化垃圾处理服务采购项目(CZ2020-0116)'],['2020-03-18'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/680110.jhtml']
['9'],['广州市天河区奥体东小学信息化基础设施建设项目(CZ2020-0235)'],['2020-03-18'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/680099.jhtml']
['10'],['广州市第一人民医院医保病种分值智能监控系统采购项目(CZ2020-0112)'],['2020-03-18'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/680092.jhtml']
['1'],['广州市白云山风景名胜区管理局2020年信息系统运行维护项目(CZ2020-0258)'],['2020-03-18'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/680091.jhtml']
['2'],['广州市花都区人民医院电梯维保和维修服务采购项目(CZ2020-0205)'],['2020-03-17'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/679829.jhtml']
['3'],['广州市黄埔区穗东街南湾社区旧村改造项目(CZ2020-0273)'],['2020-03-17'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/679809.jhtml']
['4'],['广州市南沙区2020年“银龄安康行动”老年人意外伤害综合险项目(CD2020-0024)'],['2020-03-17'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/679760.jhtml']
['5'],['广州市城市排水监测站2020年度信息安全等保建设采购项目(CZ2020-0059)'],['2020-03-17'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/679756.jhtml']
['6'],['广州市增城区2019年度信息基础设施建设项目验收测评服务项目(CC2020-0020)'],['2020-03-17'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/679743.jhtml']
['7'],['广州市荔湾区骨伤科医院PACS系统平台采购项目(CZ2020-0178)'],['2020-03-17'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/679734.jhtml']
['8'],['2020年广州市公安局越秀区分局车辆维修和保养服务采购项目(CZ2020-0070)'],['2020-03-17'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/679718.jhtml']
['9'],['广州市公安局保安服务采购项目(CZ2020-0157)'],['2020-03-17'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/679717.jhtml']
['10'],['广州市公安局保安服务采购项目(CZ2020-0156)'],['2020-03-17'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/679712.jhtml']
['1'],['广州市南沙区南沙街育英幼儿园信息技术服务采购项目(CZ2019-2273)'],['2020-03-17'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/679621.jhtml']
['2'],['广州市公安局南沙区分局南沙区道路交通信号控制升级改造（二期）建设项目(CZ2019-2186)'],['2020-03-17'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/679615.jhtml']
['3'],['广州市天河区市容环卫第三管理所采购2020年环卫业务用车车辆和船只加油服务项目(CD2020-0012)'],['2020-03-17'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/679614.jhtml']
['4'],[' 广州市黄埔区人民政府夏港街道办事处夏港街“有呼必应”综合指挥平台软件开发采购项目(CZ2020-0181)'],['2020-03-16'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/678694.jhtml']
['5'],['广州市中心六区城市道路临时泊位标线及相关设备保洁服务采购项目(CC2020-0025)'],['2020-03-16'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/678691.jhtml']
['6'],['广州大学2020年校园网与教育技术等弱电系统维护服务项目(CZ2020-0182)'],['2020-03-13'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/677909.jhtml']
['7'],['广州市土地利用发展中心2020年-2022年度广州市土地收储征收补偿（涉及资产）评估服务采购项目(CZ2020-0222)'],['2020-03-13'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/677820.jhtml']
['8'],['广州市公安局公共交通分局办公设备维护采购项目(CZ2019-2295)'],['2020-03-12'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/677668.jhtml']
['9'],['广州市土地利用发展中心2020年-2022年度广州市土地收储征收补偿（不涉及资产）评估服务采购项目(CZ2020-0223)'],['2020-03-12'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/677666.jhtml']
['10'],['广州市增城区朱村街横塱村旧村全面改造项目公开选择合作企业公告(CZ2019-1891)'],['2020-03-12'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/677614.jhtml']
['1'],['广州市公安局南沙区分局2020年度电动汽车租赁服务项目(CZ2020-0212)'],['2020-03-12'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/677587.jhtml']
['2'],['广州市南沙区政务服务数据管理局南沙区全区信息化项目评审服务采购项目(CZ2020-0054)'],['2020-03-12'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/677586.jhtml']
['3'],['广州图书馆2020年国内版中文图书及盲文图书采购(CZ2020-0015)'],['2020-03-12'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/677497.jhtml']
['4'],['广州民营科技园居家用品园物业管理服务采购项目(CZ2019-2280)'],['2020-03-11'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/677396.jhtml']
['5'],['广州市土地利用发展中心2020年-2022年度广州市国有建设用地使用权公开出让市场价格评估服务采购项目(CZ2020-0183)'],['2020-03-11'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/677358.jhtml']
['6'],['广州市黄埔区人民政府永和街道办事处办公楼、综合楼、文体中心、创新中心物业管理服务采购项目(CZ2020-0196)'],['2020-03-11'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/677346.jhtml']
['7'],['中共广州市委网络安全和信息化委员会办公室2019年网信广州公众平台建设采购项目(CZ2020-0248)'],['2020-03-11'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/677343.jhtml']
['8'],['番禺区市场监督管理局物业管理服务采购项目(CZ2020-0216)'],['2020-03-11'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/677331.jhtml']
['9'],['广州市增城区人民法院饭堂食材采购项目(CZ2019-2243)'],['2020-03-11'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/677298.jhtml']
['10'],['广州市公安局白云区分局评估服务采购项目(CJ2020-0002)'],['2020-03-11'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/677289.jhtml']
['1'],['广州市城市管理机械化作业中心车辆保险服务项目(CC2020-0016)'],['2020-03-10'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/676998.jhtml']
['2'],['广州市土地开发中心采购白云区零星地块看管项目(CZ2020-0130)'],['2020-03-10'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/676938.jhtml']
['3'],['广州开发区信息化办公室黄埔大院政务机房搬迁及中心机房扩容改造-云平台扩容租赁及数据迁移服务采购项目(CZ2020-0153)'],['2020-03-10'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/676853.jhtml']
['4'],['南沙区黄阁镇大井村更新改造项目公开引入合作企业公告(CZ2020-0242)'],['2020-03-09'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/676709.jhtml']
['5'],['广州市花都区胡忠医院购置医院电子病历四级信息化改造及配套软件采购项目(CZ2020-0005)'],['2020-03-09'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/676673.jhtml']
['6'],['广州开发区信息化办公室黄埔大院政务机房搬迁及中心机房扩容改造-机房搬迁及中心机房扩容改造采购项目(CZ2020-0152)'],['2020-03-09'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/676641.jhtml']
['7'],['广州市惠爱医院信息系统二期采购项目(CZ2020-0122)'],['2020-03-09'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/676628.jhtml']
['8'],['广州市土地利用发展中心2020年-2022年度广州市土地、房地产市场价格评估服务采购项目(CZ2020-0215)'],['2020-03-09'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/676620.jhtml']
['9'],['广州市社会保障卡服务中心2020年度广州市社会保障（市民）卡生产及制作服务采购项目(CZ2020-0138)'],['2020-03-09'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/676614.jhtml']
['10'],['广州公共资源交易中心引入第三方专业构协助开展药品集团采购数据采集分析整理项目(CZ2020-0228)'],['2020-03-09'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/676608.jhtml']
['1'],['广州市城建安置房事务中心2020年待安置住宅、商铺物业管理费采购项目(CD2020-0019)'],['2020-03-09'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/676603.jhtml']
['2'],['广州公共资源交易中心广州医用耗材集中采购平台系统建设及相关服务\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t(CZ2020-0204)'],['2020-03-09'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/676602.jhtml']
['3'],['广州市惠爱医院信息系统改造采购项目(CZ2020-0131)'],['2020-03-09'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/676533.jhtml']
['4'],['广州市重点道路治超非现场执法监测点建设(东圃特大桥、三滘立交、东沙立交、海南立交、增滘立交)项目(CZ2019-2172)'],['2020-03-06'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/676087.jhtml']
['5'],['广州市荔湾区卫生健康局银龄安康行动采购项目(CD2020-0021)'],['2020-03-06'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/676060.jhtml']
['6'],['广州市妇女儿童医疗中心珠江新城院区中央空调系统维护保养服务采购项目(CZ2020-0168)'],['2020-03-06'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/676038.jhtml']
['7'],['广州图书馆2020年度国内版少儿图书采购项目(CZ2020-0016)'],['2020-03-06'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/676013.jhtml']
['8'],['广州市城市规划自动化中心2020年电子报批软件改造采购项目(CZ2020-0057)'],['2020-03-06'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/675968.jhtml']
['9'],['广州市社会保障卡服务中心2020年度广州市社会保障卡服务体系建设及业务保障项目(CZ2020-0094)'],['2020-03-06'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/675966.jhtml']
['10'],['广州市增城区石滩镇“平安石滩”视频监控系统服务项目（一期）监理服务项目(CC2020-0015)'],['2020-03-06'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/675964.jhtml']
['1'],['广州市社会保障卡服务中心2020年度广州市社会保障卡发行服务采购项目(CZ2020-0123)'],['2020-03-05'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/675760.jhtml']
['2'],['广州市市政设施收费处广州市中心城区城市道路停车智能管理信息化项目咨询服务采购项目(CC2020-0017)'],['2020-03-05'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/675680.jhtml']
['3'],['广州市增城区水务局东江北干流大墩国考断面达标系统采购项目(CC2020-0018)'],['2020-03-05'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/675600.jhtml']
['4'],['南沙区黄阁镇亭角村更新改造项目公开引入合作企业公告(CZ2020-0225)'],['2020-03-05'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/675595.jhtml']
['5'],['广州市惠爱医院PACS系统升级改造采购项目(CZ2020-0109)'],['2020-03-05'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/675586.jhtml']
['6'],['广州市白云山雕塑景区管理中心后勤和其他运行服务采购项目(CZ2020-0189)'],['2020-03-05'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/675575.jhtml']
['7'],['广州市妇女儿童医疗中心历史数据自动化清洗系统采购项目(CZ2019-2078)'],['2020-03-05'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/675505.jhtml']
['8'],['中国共产主义青年团广州市南沙区委员会“南沙自贸区对口帮扶地区特色产品线上展销平台-‘港澳黔掌柜’采购项目”(CZ2020-0192)'],['2020-03-04'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/675382.jhtml']
['9'],['广州市公安局增城区分局2019年视频监控系统补点租赁建设项目监理服务(CC2019-0113)'],['2020-03-04'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/675337.jhtml']
['10'],['广州市越秀区中医医院物业清洁及保安服务采购项目(CZ2020-0190)'],['2020-03-04'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/675329.jhtml']
['1'],['广州市公安局广州市社会治安与城市管理智能化高清视频系统（4G）项目之南沙区分局分签项目（高清道路卡口移动视频系统）运维采购项目(CZ2020-0052)'],['2020-03-04'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/675323.jhtml']
['2'],['中国共产党广州市海珠区委员会老干部局老干部活动中心综合楼（含西校区）物业管理服务采购项目(CZ2020-0162)'],['2020-03-04'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/675246.jhtml']
['3'],['广州大学2020年购置教育科研网带宽租赁服务采购项目(CD2020-0013)'],['2020-03-03'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/675155.jhtml']
['4'],['大龙街截污闸及提升泵井清疏服务项目(CZ2020-0184)'],['2020-03-03'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/675079.jhtml']
['5'],['中共广州市委机关事务管理局（中共广州市委机关服务中心）越秀北311号办公楼（13至24层）综合物业服务采购项目(CZ2020-0158)'],['2020-03-03'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/675057.jhtml']
['6'],['广州市社会福利院监控项目(CZ2019-2127)'],['2020-03-03'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/675042.jhtml']
['7'],['广州市番禺区交通运输局重点时期配备公交车乘务管理人员服务采购项目(CD2020-0016)'],['2020-03-03'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/674988.jhtml']
['8'],['中国共产党广州市纪律检查委员会广州市纪检监察大数据科技监督子平台采购项目(CD2020-0007)'],['2020-03-02'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/674733.jhtml']
['9'],['广州市城市规划自动化中心空间规划数据库优化及成果数据入库更新服务项目(CZ2020-0058)'],['2020-03-02'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/674730.jhtml']
['10'],['广州市海珠区城市管理局机械化作业中心2020年海珠区环卫作业车辆保险采购项目(CZ2020-0151)'],['2020-03-02'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/674727.jhtml']
['1'],['广州市天河区人民政府猎德街道办事处东塔党群服务站办公用房租赁采购项目(CD2020-0018)'],['2020-03-02'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/674721.jhtml']
['2'],['广州市黄埔区人力资源和社会保障局美玉十条政策兑现服务采购项目(CZ2020-0174)'],['2020-03-02'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/674714.jhtml']
['3'],['中国共产党广州市纪律检查委员会广州市委巡察整改管理系统开发服务采购项目(CD2020-0005)'],['2020-03-02'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/674710.jhtml']
['4'],['广州市黄埔区人民政府夏港街道办事处夏港街社工服务站服务采购项目(CZ2020-0013)'],['2020-03-02'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/674671.jhtml']
['5'],['广州互联网法院2020年信息化运维项目(CZ2020-0126)'],['2020-02-28'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/674104.jhtml']
['6'],['广州市黄埔区不动产登记中心物业管理服务采购项目(CD2020-0009)'],['2020-02-28'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/674096.jhtml']
['7'],['广州市越秀区环卫机械化作业中心车辆燃气LNG加注服务采购项目(CZ2020-0128)'],['2020-02-28'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/674079.jhtml']
['8'],['广州市越秀区环卫机械化作业中心轮胎、杂油采购项目(CZ2020-0121)'],['2020-02-28'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/674058.jhtml']
['9'],['广州市南沙区2020年珠江街辖内公共区域环卫保洁服务采购项目(CZ2020-0198)'],['2020-02-28'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/674050.jhtml']
['10'],['广州市公安局番禺区分局执法办案场所视音频监控系统建设项目(CZ2019-2330)'],['2020-02-28'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/674045.jhtml']
['1'],['广州市劳动就业服务管理中心选择创业担保贷款担保基金存放银行项目(CZ2020-0191)'],['2020-02-28'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/674039.jhtml']
['2'],['广州市南沙区人民政府办公室督查工作第三方评估采购项目(CZ2020-0193)'],['2020-02-28'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/674010.jhtml']
['3'],['广州市花都区环卫所流溪河水域保洁服务采购项目(CZ2020-0149)'],['2020-02-27'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/673809.jhtml']
['4'],['广州市房地产交易登记中心2020年度购买公证辅助调查法律服务采购项目(CZ2020-0186)'],['2020-02-27'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/673805.jhtml']
['5'],['广州市花都区人民医院HIS升级改造二期采购项目(CZ2020-0187)'],['2020-02-27'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/673762.jhtml']
['6'],['华南师范大学附属南沙幼儿园保育员及晚托服务采购项目(CC2020-0019)'],['2020-02-27'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/673761.jhtml']
['7'],['广州市林业和园林局2019年流程化管理升级改造及信息化基础设施建设项目(CZ2019-2157)'],['2020-02-27'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/673737.jhtml']
['8'],['市城投集团投资和管理项目招标代理服务资格项目(CZ2020-0154)'],['2020-02-27'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/673735.jhtml']
['9'],['广州市国家档案馆数字档案资源建设项目(CZ2020-0073)'],['2020-02-27'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/673731.jhtml']
['10'],['广州医科大学附属第三医院安全保卫及停车场管理服务采购项目(CZ2020-0166)'],['2020-02-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/673432.jhtml']
['1'],['2020年广州市人民代表大会常务委员会办公厅信息化运维采购项目(CZ2020-0139)'],['2020-02-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/673396.jhtml']
['2'],['广州市增城区交通运输局网络信息安全建设项目(CC2020-0013)'],['2020-02-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/673372.jhtml']
['3'],['广州市从化区街口街道办事处2019年视频监控系统建设采购项目(CZ2020-0067)'],['2020-02-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/673353.jhtml']
['4'],['广州市教育信息中心（广州市电化教育馆）教育信息化项目推进咨询与组织管理（数据处理驻场服务）服务采购项目(CZ2020-0045)'],['2020-02-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/673352.jhtml']
['5'],['广州市中西医结合医院采购电梯维修和保养服务采购项目(CZ2020-0134)'],['2020-02-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/673340.jhtml']
['6'],['中新广州知识城合作项目服务管理中心知识城中安置区（凤山花园）物业管理服务采购项目(CZ2020-0140)'],['2020-02-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/673260.jhtml']
