截止时间,项目标题,开始时间,结束时间,跳转链接 
"['11-16', '2020']",['中国邮政储蓄银行股份有限公司黑龙江省分行直属支行2020年员工体检项目单一来源采购前公示'],['2020-11-16 17:58:00'],['2020-11-16 17:58:00'],['https://www.chengezhao.com//cms/channel/ywgg4fw/84591.htm']
"['11-16', '2020']",['2020年南联大连分公司冷荤熟制品采购项目招标失败公告'],['2020-11-16 17:41:00'],['2020-11-16 17:41:00'],['https://www.chengezhao.com//cms/channel/ywgg2hw/84590.htm']
"['11-16', '2020']",['天翼电子商务有限公司2020年数据可视化产品项目比选失败公告'],['2020-11-16 17:36:00'],['2020-11-16 17:36:00'],['https://www.chengezhao.com//cms/channel/ywgg4fw/84589.htm']
"['11-16', '2020']",['2020年广州南联航空食品有限公司北京分公司餐包类采购项目（第二次）项目公告'],['2020-11-16 09:00:00'],['2020-11-25 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1hw/84588.htm']
"['11-16', '2020']",['2020年广州南联航空食品有限公司北京分公司餐包类采购项目（第二次）项目公告'],['2020-11-16 09:00:00'],['2020-11-25 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1hw/84587.htm']
"['11-16', '2020']",['天翼电子商务有限公司第三批电信营业厅终端维护服务项目（重新比选）比选失败公告'],['2020-11-16 17:33:00'],['2020-11-16 17:33:00'],['https://www.chengezhao.com//cms/channel/ywgg4fw/84586.htm']
"['11-16', '2020']",['天翼电子商务有限公司2020年互金公司预付卡平台支撑开发项目比选公告'],['2020-11-16 09:00:00'],['2020-11-19 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84585.htm']
"['11-16', '2020']",['2020年广州市中小学教师继续教育专项培训项目（师资均衡类）（包9第三次招标）废标公告'],['2020-11-16 17:22:00'],['2020-11-16 17:22:00'],['https://www.chengezhao.com//cms/channel/ywgg2fw/84584.htm']
"['11-16', '2020']",[],['2020-11-16 17:15:00'],['2020-11-16 17:15:00'],['https://www.chengezhao.com//cms/channel/ywgg4fw/84583.htm']
"['11-16', '2020']",['广东省广播电视网络股份有限公司汕头分公司2021-2022年度工程造价审计服务采购项目中标候选人公示'],['2020-11-17 00:00:00'],['2020-11-19 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/84582.htm']
"['11-16', '2020']",['广东省广播电视网络股份有限公司汕头分公司2021-2022年度工程造价审计服务采购项目中标候选人公示'],['2020-11-17 00:00:00'],['2020-11-19 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/84581.htm']
"['11-16', '2020']",['广东省广播电视网络股份有限公司珠海分公司数字电视平台安全体系建设项目中标候选人公示'],['2020-11-16 00:00:00'],['2020-11-19 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3hw/84580.htm']
"['11-16', '2020']",['韶关卷烟厂制丝车间采购在线检测仪器及配套质量统计模块开发项目项目招标公告'],['2020-11-16 09:00:00'],['2020-11-21 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84579.htm']
"['11-16', '2020']",['中国移动四川公司2021-2022年新闻监测及公关服务项目项目公告'],['2020-11-16 09:00:00'],['2020-11-20 17:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84578.htm']
"['11-16', '2020']",['中国移动四川公司2021-2022年新闻监测及公关服务项目项目公告'],['2020-11-16 09:00:00'],['2020-11-20 17:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84577.htm']
"['11-16', '2020']",['广东中烟工业有限责任公司营销综合管理平台维护服务项目（2021-2023年）招标公告'],['2020-11-16 09:00:00'],['2020-11-21 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84576.htm']
"['11-16', '2020']",['广东中烟工业有限责任公司移动综合应用项目维护服务项目（2021-2023年）招标公告'],['2020-11-16 09:00:00'],['2020-11-21 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84575.htm']
"['11-16', '2020']",['广东中烟工业有限责任公司移动综合应用项目维护服务项目（2021-2023年）招标公告'],['2020-11-16 09:00:00'],['2020-11-21 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84574.htm']
"['11-16', '2020']",['广东中烟工业有限责任公司移动综合应用项目维护服务项目（2021-2023年）招标公告'],['2020-11-16 09:00:00'],['2020-11-21 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84573.htm']
"['11-16', '2020']",['中国邮政储蓄银行股份有限公司黑龙江省分行直属支行2020-2021年跨年旺季营销活动项目项目公告'],['2020-11-16 09:00:00'],['2020-11-22 17:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84572.htm']
"['11-16', '2020']",['中国邮政储蓄银行股份有限公司黑龙江省分行直属支行2020-2021年跨年旺季营销活动项目项目公告'],['2020-11-16 09:00:00'],['2020-11-22 17:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84571.htm']
"['11-16', '2020']",['某部车辆器材采购项目（第三次）2020-JLNSGB-W3013更正公告'],['2020-11-16 16:00:00'],['2020-11-16 16:00:00'],['https://www.chengezhao.com//cms/channel/ywgg2hw/84570.htm']
"['11-16', '2020']",['某部车辆器材采购项目（第三次）2020-JLNSGB-W3013更正公告'],['2020-11-16 15:48:00'],['2020-11-16 15:48:00'],['https://www.chengezhao.com//cms/channel/ywgg2hw/84569.htm']
"['11-16', '2020']",['中国移动天津公司2020客户响应中心仪器仪表购置采购项目（第二次）中标候选人公示'],['2020-11-16 00:00:00'],['2020-11-19 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3hw/84568.htm']
"['11-16', '2020']",['广州市兴运能源有限公司横滘加油站土建工程项目施工监理成交结果公告'],['2020-11-16 15:09:00'],['2020-11-16 15:09:00'],['https://www.chengezhao.com//cms/channel/ywgg4fw/84567.htm']
"['11-16', '2020']",['韶关卷烟厂制丝车间制叶(A)线加料段及配比加香线掺配段改造项目（2020-2021）招标公告'],['2020-11-16 09:00:00'],['2020-11-21 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84566.htm']
"['11-16', '2020']",['惠清高速广州段隧道移动通信信号覆盖项目施工服务采购中标候选人公示'],['2020-11-16 00:00:00'],['2020-11-19 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3gc/84565.htm']
"['11-16', '2020']",['安徽深燃生产调度中心及生活区综合体员工食堂及商务接待餐具、后厨杂件采购项目中标候选人公示'],['2020-11-16 00:00:00'],['2020-11-19 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3hw/84564.htm']
"['11-16', '2020']",['安徽深燃天然气有限公司2020-2022年度车辆维修项目中标候选人公示'],['2020-11-16 00:00:00'],['2020-11-19 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/84563.htm']
"['11-16', '2020']",['某部心灵驿站物资采购项目2020-JLNSHF-W3015目更正公告2'],['2020-11-16 11:28:00'],['2020-11-16 11:28:00'],['https://www.chengezhao.com//cms/channel/ywgg2hw/84562.htm']
"['11-13', '2020']",['广东省广播电视网络股份有限公司2020年通信管材集中采购项目中标结果公示'],[''],[''],['https://www.chengezhao.com//cms/channel/ywgg4hw/84561.htm']
"['11-16', '2020']",['2020年广州南联航空食品有限公司北京分公司速冻点心项目【第二次】 招标结束公告'],['2020-11-16 10:47:00'],['2020-11-16 10:47:00'],['https://www.chengezhao.com//cms/channel/ywgg4hw/84560.htm']
"['11-16', '2020']",['武警广东省总队医院年度HIS升级改造服务采购项目项目招标公告'],['2020-11-16 09:00:00'],['2020-11-23 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84559.htm']
"['11-16', '2020']",['安徽深燃天然气有限公司2020-2021年经营性资产保险项目（第二次）项目公告'],['2020-11-16 09:00:00'],['2020-11-21 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84557.htm']
"['11-16', '2020']",['武警广东省总队医院医保相关接口升级改造服务采购项目项目招标公告'],['2020-11-16 09:00:00'],['2020-11-23 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84556.htm']
"['11-17', '2020']",['车辆维修服务集中采购项目公告'],['2020-11-16 09:00:00'],['2020-11-18 23:59:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84555.htm']
"['11-16', '2020']",['中国人民解放军31650部队应急电源安装工程项目招标公告'],['2020-11-16 09:00:00'],['2020-11-21 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1gc/84554.htm']
"['11-16', '2020']",['2020-2021年河源分公司网运支撑系统及电子政务外网等设备维保服务采购项目公告'],['2020-11-16 09:00:00'],['2020-11-21 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84553.htm']
"['11-16', '2020']",['中国铁塔股份有限公司上饶市分公司2020年员工工装清洗服务商采购项目询价公告'],['2020-11-14 09:00:00'],['2020-11-17 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1hw/84552.htm']
"['11-16', '2020']",['中国铁塔股份有限公司上饶市分公司2020年员工工装清洗服务商采购项目询价公告'],['2020-11-14 09:00:00'],['2020-11-17 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1hw/84551.htm']
"['11-16', '2020']",['中国铁塔股份有限公司上饶市分公司2020年5G合路器采购项目询价公告'],['2020-11-14 09:00:00'],['2020-11-19 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1hw/84550.htm']
"['11-16', '2020']",['中国联合网络通信有限公司河源市分公司2020年5G优化资源项目（第三次）项目公告'],['2020-11-16 09:00:00'],['2020-11-17 15:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84549.htm']
"['11-16', '2020']",['广发银行广州分行2020年员工拓展培训服务采购项目中标候选人公示'],['2020-11-12 00:00:00'],['2020-11-14 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/84548.htm']
"['11-16', '2020']",['驾驶安全智能终端设备（含摄像头、北斗、温控）及使用服务采购项目项目公告'],['2020-11-16 09:00:00'],['2020-11-20 14:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84547.htm']
"['11-15', '2020']",['肇庆广宁分公司2020年办公楼装修项目竞争性磋商公告'],['2020-11-15 09:00:00'],['2020-11-19 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1gc/84546.htm']
"['11-14', '2020']",['湖北中医药大学黄家湖校区南区苗木移栽工程竞争性磋商公告'],['2020-11-14 09:00:00'],['2020-11-18 23:59:00'],['https://www.chengezhao.com//cms/channel/ywgg1gc/84545.htm']
"['11-14', '2020']",['某部生活社会化保障项目（标包二：三多塘片区超市经营社会化项目）（重新招标）中标候选人公示'],['2020-11-14 00:00:00'],['2020-11-18 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/84544.htm']
"['11-13', '2020']",['广州市花都区文化馆花都大剧院深化设计服务项目成交结果公告'],['2020-11-13 23:08:00'],['2020-11-13 23:08:00'],['https://www.chengezhao.com//cms/channel/ywgg4fw/84543.htm']
"['11-13', '2020']",['中国电信重庆公司2020年视频彩铃及来电名片渠道支撑服务项目公告'],['2020-11-13 09:00:00'],['2020-11-16 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84542.htm']
"['11-13', '2020']",['某部车辆及工程机械轮胎采购项目2020-JLNSGB-W3003更正公告2'],['2020-11-13 21:59:00'],['2020-11-13 21:59:00'],['https://www.chengezhao.com//cms/channel/ywgg2hw/84541.htm']
"['11-13', '2020']",['广东中烟工业有限责任公司梅州卷烟厂加装一台烟箱动态秤重缺条检测系统项目(2020)中标候选人公示'],['2020-11-13 00:00:00'],['2020-11-16 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/84540.htm']
"['11-13', '2020']",['广东中烟工业有限责任公司梅州卷烟厂2台套小包外观质量检测系统更新升级改造项目（2020）中标候选人公示'],['2020-11-13 00:00:00'],['2020-11-16 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/84539.htm']
"['11-13', '2020']",['广东中烟工业有限责任公司梅州卷烟厂仓储及配套设施建设项目——勘察设计项目招标公告'],['2020-11-13 09:00:00'],['2020-12-02 18:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1gc/84538.htm']
"['11-13', '2020']",['家具采购项目竞争性谈判公告'],['2020-11-13 09:00:00'],['2020-11-19 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1hw/84537.htm']
"['11-13', '2020']",['交通银行股份有限公司中山分行小微信贷业务抵押物评估服务商入围项目项目招标公告'],['2020-11-13 09:00:00'],['2020-11-20 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84536.htm']
"['11-13', '2020']",['广发银行股份有限公司无锡江阴支行暖通工程项目采购公告'],['2020-11-13 09:00:00'],['2020-11-19 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1gc/84535.htm']
"['11-13', '2020']",['交通银行股份有限公司珠海分行2020年对公板块蕴通财富优质客户营销活动竞争性磋商项目竞争性磋商公告'],['2020-11-13 09:00:00'],['2020-11-20 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84534.htm']
"['11-13', '2020']",['中国铁塔股份有限公司内蒙古分公司2020至2021年财务业务咨询服务项目比选公告'],['2020-11-13 09:00:00'],['2020-11-20 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84533.htm']
"['11-13', '2020']",['华凯豪庭消防维修项目中标候选人公示'],['2020-11-13 00:00:00'],['2020-11-16 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/84532.htm']
"['11-13', '2020']",['2021年甜橙融资租赁（上海）有限公司外聘财务咨询服务项目比选公告'],['2020-11-13 09:00:00'],['2020-11-18 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84531.htm']
"['11-13', '2020']",['天翼电子商务有限公司工会节日慰问品项目中标候选人公示'],['2020-11-14 00:00:00'],['2020-11-18 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/84530.htm']
"['11-13', '2020']",['广东省广播电视网络股份有限公司汕头分公司2020年员工健康体检服务采购项目单一来源采购公示'],['2020-11-13 17:30:00'],['2020-11-13 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg4fw/84529.htm']
"['11-13', '2020']",['黄冈师范学院校园测速门禁管理系统采购项目成交结果公告'],['2020-11-13 17:22:00'],['2020-11-13 17:22:00'],['https://www.chengezhao.com//cms/channel/ywgg4hw/84528.htm']
"['11-13', '2020']",['黄冈师范学院新闻与传播学院学科建设和实验室建设设备采购项目成交结果公告'],['2020-11-13 17:19:00'],['2020-11-13 17:19:00'],['https://www.chengezhao.com//cms/channel/ywgg4hw/84527.htm']
"['11-13', '2020']",['广东省国际标准化人才培训基地建设项目竞争性磋商公告'],['2020-11-13 09:00:00'],['2020-11-20 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84526.htm']
"['11-13', '2020']",['广东有线广播电视网络有限公司数据平台建设协助管理服务采购项目招标公告'],['2020-11-13 09:00:00'],['2020-11-20 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84525.htm']
"['11-13', '2020']",['天翼电子商务有限公司上海分公司华虹国际大厦办公场地空调维保服务项目（重新比选）项目公告'],['2020-11-13 09:00:00'],['2020-11-16 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84524.htm']
"['11-13', '2020']",['2020年广州南联航空食品有限公司北京分公司餐包类采购项目'],['2020-11-13 16:15:00'],['2020-11-13 16:15:00'],['https://www.chengezhao.com//cms/channel/ywgg4hw/84523.htm']
"['11-13', '2020']",['国家开发银行天津市分行2020-2022年度分行互联网主备线路项目中标公告'],['2020-11-13 15:57:00'],['2020-11-13 15:57:00'],['https://www.chengezhao.com//cms/channel/ywgg4fw/84522.htm']
"['11-13', '2020']",['深圳第二外国语学校图书馆物品采购项目招标公告'],['2020-11-13 09:00:00'],['2020-11-18 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1hw/84521.htm']
"['11-13', '2020']",['投资系统2020-2022年度行政工作服采购项目中标候选人公示'],['2020-11-13 00:00:00'],['2020-11-16 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3hw/84520.htm']
"['11-13', '2020']",['2020年广东省广播电视网络股份有限公司东莞分公司机顶盒保外维修服务采购项目中标候选人公示'],['2020-11-13 00:00:00'],['2020-11-16 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/84519.htm']
"['11-13', '2020']",['中国移动天津公司2021年南马路冷水机组维保服务项目项目公告'],['2020-11-13 09:00:00'],['2020-11-18 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84518.htm']
"['11-13', '2020']",['中国邮政储蓄银行股份有限公司南昌市分行员工电影券采购项目（第二次）中标候选人公示'],['2020-11-13 00:00:00'],['2020-11-15 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3hw/84517.htm']
"['11-13', '2020']",['2020年九江深港门站及值班室安防监控系统项目比选公告'],['2020-11-13 09:00:00'],['2020-11-20 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1hw/84516.htm']
"['11-13', '2020']",['某部厨房设备采购项目2020-JLNSHF-W3016竞争性谈判更正公告'],['2020-11-13 14:29:00'],['2020-11-13 14:29:00'],['https://www.chengezhao.com//cms/channel/ywgg2hw/84515.htm']
"['11-13', '2020']",['线上积分权益兑换服务采购项目-标段1中标候选人公示'],['2020-11-13 00:00:00'],['2020-11-16 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/84514.htm']
"['11-13', '2020']",['中国邮政储蓄银行股份有限公司江西省分行线下积分权益兑换服务集中采购项目中标候选人公示'],['2020-11-13 00:00:00'],['2020-11-16 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/84513.htm']
"['11-13', '2020']",['深圳第二外国语学校办公楼立面防水翻新工程项目项目招标公告'],['2020-11-13 09:00:00'],['2020-11-18 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1gc/84512.htm']
"['11-13', '2020']",['图书大厦（北京图书大厦二期工程）地下停车场立体机械车位设备、地面环氧自流平及交通设施项目中标结果公告'],['2020-11-13 11:35:00'],['2020-11-13 11:35:00'],['https://www.chengezhao.com//cms/channel/ywgg4hw/84511.htm']
"['11-13', '2020']",['2020年深圳电信华为网络系统（商呼平台）技术服务采购中标候选人公示'],['2020-11-13 00:00:00'],['2020-11-16 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/84510.htm']
"['11-13', '2020']",['国家开发银行天津市分行2020-2022年度分行互联网主备线路项目中标候选人公示'],['2020-11-13 00:00:00'],['2020-11-17 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/84509.htm']
"['11-13', '2020']",['中国光大银行济南分行2020-2021年度营业网点日常维修项目-标段四中标候选人公示'],['2020-11-12 00:00:00'],['2020-11-15 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3gc/84508.htm']
"['11-13', '2020']",['中国光大银行济南分行2020-2021年度营业网点日常维修项目-标段三中标候选人公示'],['2020-11-12 00:00:00'],['2020-11-15 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3gc/84507.htm']
"['11-13', '2020']",['中国光大银行济南分行2020-2021年度营业网点日常维修项目-标段二中标候选人公示'],['2020-11-12 00:00:00'],['2020-11-15 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3gc/84506.htm']
"['11-13', '2020']",['中国光大银行济南分行2020-2021年度营业网点日常维修项目-标段一中标候选人公示'],['2020-11-12 00:00:00'],['2020-11-15 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3gc/84505.htm']
"['11-13', '2020']",['中国光大银行济南分行济南高新支行装修采购项目-标段8中标候选人公示'],['2020-11-12 00:00:00'],['2020-11-15 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3gc/84504.htm']
"['11-13', '2020']",['中国光大银行济南分行济南高新支行装修采购项目-标段7中标候选人公示'],['2020-11-12 00:00:00'],['2020-11-15 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3gc/84503.htm']
"['11-13', '2020']",['中国光大银行济南分行济南高新支行装修采购项目-标段6中标候选人公示'],['2020-11-12 00:00:00'],['2020-11-15 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3gc/84502.htm']
"['11-13', '2020']",['中国光大银行济南分行济南高新支行装修采购项目-标段5中标候选人公示'],['2020-11-12 00:00:00'],['2020-11-15 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3gc/84501.htm']
"['11-13', '2020']",['中国光大银行济南分行济南高新支行装修采购项目-标段4中标候选人公示'],['2020-11-12 00:00:00'],['2020-11-15 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3gc/84500.htm']
"['11-13', '2020']",['中国光大银行济南分行济南高新支行装修采购项目-标段3中标候选人公示'],['2020-11-12 00:00:00'],['2020-11-15 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3gc/84499.htm']
"['11-13', '2020']",['中国光大银行济南分行济南高新支行装修采购项目-标段2中标候选人公示'],['2020-11-12 00:00:00'],['2020-11-15 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3gc/84498.htm']
"['11-13', '2020']",['中国光大银行济南分行济南高新支行装修采购项目-标段1中标候选人公示'],['2020-11-12 00:00:00'],['2020-11-15 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3gc/84497.htm']
"['11-13', '2020']",['中国光大银行济南分行2020-2021年度营业网点装修设计、监理、造价业务采购项目-标段三中标候选人公示'],['2020-11-12 00:00:00'],['2020-11-15 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/84496.htm']
"['11-13', '2020']",['中国光大银行济南分行2020-2021年度营业网点装修设计、监理、造价业务采购项目-标段二中标候选人公示'],['2020-11-12 00:00:00'],['2020-11-15 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/84495.htm']
"['11-13', '2020']",['中国光大银行济南分行2020-2021年度营业网点装修设计、监理、造价业务采购项目-标段一中标候选人公示'],['2020-11-12 00:00:00'],['2020-11-15 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/84494.htm']
"['11-13', '2020']",['东风村党群服务中心新建主体及基础装修工程项目公告'],['2020-11-13 09:00:00'],['2020-11-20 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1gc/84493.htm']
"['11-13', '2020']",['广东中烟工业有限责任公司广州卷烟厂香精香料管理系统完善及一号工程柔性化打码项目招标公告'],['2020-11-13 09:00:00'],['2020-11-19 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84492.htm']
"['11-13', '2020']",['国家开发银行天津市分行2020-2021年度分行网络通讯外包服务项目中标候选人公示'],['2020-11-13 00:00:00'],['2020-11-17 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/84491.htm']
"['11-13', '2020']",['中国移动天津公司2020客户响应中心SPN网络综合测试仪表购置采购项目项目公告'],['2020-11-13 09:00:00'],['2020-11-18 12:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1hw/84490.htm']
"['11-13', '2020']",['国家开发银行天津市分行2020-2021年度分行桌面IT外包服务项目中标候选人公示'],['2020-11-13 00:00:00'],['2020-11-17 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/84489.htm']
"['11-13', '2020']",['某部厨房设备采购项目2020-JLNSHF-W1003竞争性谈判公告'],['2020-11-13 09:00:00'],['2020-11-17 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1hw/84488.htm']
"['11-13', '2020']",['天翼电子商务有限公司上海分公司华虹国际大厦办公场地空调维保服务项目比选失败公告'],['2020-11-13 10:43:00'],['2020-11-13 10:43:00'],['https://www.chengezhao.com//cms/channel/ywgg4fw/84487.htm']
"['11-13', '2020']",['邵东深燃应急调度中心SCADA系统及站控系统改造项目项目公告'],['2020-11-13 09:00:00'],['2020-11-25 09:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1hw/84486.htm']
"['11-13', '2020']",['广州出入境边防检查总站天河大院一栋电梯加建工程（重招）招标公告'],['2020-11-13 09:00:00'],['2020-11-20 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1gc/84485.htm']
"['11-13', '2020']",['广州出入境边防检查总站天河大院一栋电梯加建工程（重招）招标公告'],['2020-11-13 09:00:00'],['2020-11-20 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1gc/84484.htm']
"['11-13', '2020']",['广州出入境边防检查总站天河大院一栋电梯加建工程（重招）招标公告'],['2020-11-13 09:00:00'],['2020-11-20 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1gc/84483.htm']
"['11-13', '2020']",['广州南方高速客运有限公司2020年11辆营运客车采购项目中标结果公告'],['2020-11-13 09:11:00'],['2020-11-13 09:11:00'],['https://www.chengezhao.com//cms/channel/ywgg4hw/84482.htm']
"['11-13', '2020']",['广发银行成都分行零售信贷条线外包项目招标公告'],['2020-11-12 09:00:00'],['2020-11-18 17:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84481.htm']
"['11-12', '2020']",['广雅路72号大院雨污分流改造项目修改及延期公告'],['2020-11-12 21:00:00'],['2020-11-12 21:00:00'],['https://www.chengezhao.com//cms/channel/ywgg2gc/84480.htm']
"['11-12', '2020']",['河村山塘工业区车间一电梯安装服务项目（项目编号：06-04-04F-2020-D-E18014）更正及重启公告'],['2020-11-12 20:26:00'],['2020-11-12 20:26:00'],['https://www.chengezhao.com//cms/channel/ywgg2fw/84479.htm']
"['11-12', '2020']",['广州海关技术中心2020年疫情防控专项设备采购项目公开招标公告'],['2020-11-12 09:00:00'],['2020-11-22 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1hw/84477.htm']
"['11-12', '2020']",['广发银行股份有限公司贵阳分行办公用品采购项目终止公告'],['2020-11-12 18:13:00'],['2020-11-12 18:13:00'],['https://www.chengezhao.com//cms/channel/ywgg2hw/84476.htm']
"['11-12', '2020']",['天翼电子商务有限公司2020年企业白条营销及产品功能对接3.0平台开发项目中标候选人公示'],['2020-11-13 00:00:00'],['2020-11-17 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/84475.htm']
"['11-12', '2020']",['2020年百年交行致敬非遗高端客户交流活动省内路线竞争性磋商公告'],['2020-11-12 09:00:00'],['2020-11-19 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84474.htm']
"['11-12', '2020']",['广发银行昆明分行2020年体检服务项目（第二次）招标公告'],['2020-11-12 09:00:00'],['2020-11-18 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84473.htm']
"['11-12', '2020']",['天翼征信有限公司2021年移动三要素核验服务（简版）项目招标公告'],['2020-11-12 09:00:00'],['2020-11-19 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84472.htm']
"['11-12', '2020']",['湖北中医药大学基础医学院会议室建设项目（第二次）中标公告'],['2020-11-12 17:10:00'],['2020-11-12 17:10:00'],['https://www.chengezhao.com//cms/channel/ywgg4hw/84471.htm']
"['11-12', '2020']",['天翼征信有限公司2021年移动三要素核验服务（详版）项目招标公告'],['2020-11-12 09:00:00'],['2020-11-19 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84470.htm']
"['11-12', '2020']",['天翼征信有限公司2021年移动二要素核验服务项目招标公告'],['2020-11-12 09:00:00'],['2020-11-19 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84469.htm']
"['11-12', '2020']",['关于防范利用公开招标采购信息实施电信网络诈骗的声明'],[''],[''],['https://www.chengezhao.com//cms/channel/ywgg1fw/84468.htm']
"['11-12', '2020']",['天翼征信有限公司2021年移动信息标签核验服务项目招标公告'],['2020-11-12 09:00:00'],['2020-11-19 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84467.htm']
